lsoa21,lad_2021_name,pop,cap,hiw,lcss,w2w,cap_2018,cap_2019,cap_2020,cap_2021,cap_2022,cap_2023,hiw_2019,hiw_2020,hiw_2021,hiw_2022,lcss_2017,lcss_2018,lcss_2019,lcss_2020,lcss_2021,lcss_2022,lcss_2023,lcss_2024,w2w_2016,w2w_2017,w2w_2018,w2w_2019,w2w_2020,w2w_2021,w2w_2022,w2w_2023,x,y,lr,lr1,lr2,lr3,lr4,lr5,lr6,hiw_w2w1,hiw_w2w2,hiw_w2w3,hiw_w2w4,hiw_w2w5,hiw_w2w6,hiw_w2w7,hiw_w2w8,hiw_w2w9,hiw_w2w10,hiw_w2w11,hiw_w2w12,hiw_w2w13,hiw_w2w14,hiw_w2w15,hiw_w2w16,hiw_w2w17,hiw_w2w18,hiw_w2w19,hiw_w2w20,hiw_w2w21,hiw_w2w22,hiw_w2w23,hiw_w2w24,hiw_w2w25,hiw_w2w26,hiw_w2w27,hiw_w2w28,lsoa_name_2011,local_authority_district_code_2019,local_authority_district_name_2019,index_of_multiple_deprivation_imd_score,income_score_rate,employment_score_rate,education_skills_and_training_score,health_deprivation_and_disability_score,crime_score,barriers_to_housing_and_services_score,living_environment_score,income_deprivation_affecting_children_index_idaci_score_rate,income_deprivation_affecting_older_people_idaopi_score_rate,children_and_young_people_sub_domain_score,adult_skills_sub_domain_score,geographical_barriers_sub_domain_score,wider_barriers_sub_domain_score,indoors_sub_domain_score,outdoors_sub_domain_score,min_lr,min_hiw_w2w1,min_jc,wt_dist_cond_cap_ut,wt_dist_cap_ut,gp_dist,ut_201719,c_ut_201719,sh
E01006422,Knowsley,1195.33333333333,22,1,0,13,10,6,1,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,5,0,3,2,0,1,1,1,345073.8101,385850.724300001,0,13273.8132627837,33559.1309302492,14361.0104512828,14263.1218898127,11255.9711697509,3268.99197078659,9695.59772539373,10891.9018944193,9286.01777595036,9525.87476410792,5042.9331765613,13530.1384682363,855.305760341989,17072.484190839,9407.07158520007,6265.00330243118,13640.9156191609,11222.6318890559,15665.9443548244,11702.9622279232,6174.86331664485,5273.48621983866,7410.29970016844,33017.5141264328,17713.8593513987,3368.84475813832,4623.35931784833,14251.818084032,11060.3907832214,18164.6047088662,13353.3795810958,13084.210551148,9518.45250686837,11021.1601731018,Knowsley 019B,E08000011,Knowsley,17.908,0.105,0.093,17.006,0.824,-0.519,4.404,19.045,0.087,0.139,-0.043,0.316,-0.731,-2.256,0.185,0,3268.99197078659,855.305760341989,3368.84475813832,-0.0010783272224896,9.1657381092395e-05,2301.45798025385,0,0,9
E01006423,Knowsley,1312.66666666667,14,0,0,20,0,3,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,1,3,3,1,1,344616.6888,386066.5813,0,12812.9690441581,33199.9301087812,13872.7428262819,13776.4368599851,10750.6004137516,2843.78254857066,9208.47612222321,10439.2045135994,8782.05054738101,9031.20350191242,4779.63584568479,13191.8784601646,1194.27296417325,16593.1242384596,9909.87619945654,6741.46712582322,13149.1636690458,11300.1886795821,15909.2242241083,11769.420401625,6651.7285045309,5013.28443156793,6967.61682148232,32659.7813695579,17234.4470690951,2935.52682262058,4263.34091181573,13766.6117490708,10563.9812246209,17689.8029992174,13024.5765182677,12589.0401652667,10023.1570765623,10516.8533152272,Knowsley 019C,E08000011,Knowsley,14.453,0.054,0.075,12.284,0.215,-0.024,23.258,25.563,0.066,0.067,-0.317,0.29,0.743,-1.76,0.536,0.004,2843.78254857066,1194.27296417325,2935.52682262058,-0.00108082906557502,9.21293389191385e-05,1982.21391170458,0,0,2.1
E01006424,Knowsley,1938.66666666667,3,1,2,52,0,0,0,0,0,3,0,0,0,1,0,0,1,0,1,0,0,0,5,13,15,6,7,2,4,0,345268.5782,389426.5823,0,10984.3798924467,30306.5816052386,12541.6008206763,12408.3972498703,10531.6868732596,2226.14581799767,8048.8788522246,8572.9293573077,8873.4642000849,9541.26960128412,1699.72900486768,10256.8429335926,4429.11678554411,15001.3082980915,10952.324797046,7317.55814730493,13550.2751984005,8304.18543533251,13649.2231775434,8724.29345600316,7246.04331326852,1893.10085316112,5199.55112674637,29759.2714416006,15632.8920254411,2336.04992208587,6754.70678433367,12363.4553801446,9604.04433699062,18369.1758091429,10041.8999715741,12903.9333297102,11523.1398342566,10465.9941039895,Knowsley 017B,E08000011,Knowsley,14.604,0.065,0.075,9.86,0.301,0.116,22.927,19.342,0.049,0.11,-0.559,0.28,0.767,-2.112,-0.844,1.134,2226.14581799767,1699.72900486768,1893.10085316112,-0.00111101802695702,9.74593155717636e-05,769.229819617329,0.00272776868521549,-0.00554094157021737,1.1
E01006425,Knowsley,1288,51,0,1,22,10,19,2,0,3,17,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,3,1,4,0,343694.573,386846.824100001,0,11624.3795006895,32160.2441867254,12664.8414626182,12568.7218071152,9597.88951699602,1763.13291826406,8000.75018346772,9261.47559458288,7654.71681709159,7975.75660218307,4038.89374027861,12207.2825892598,2353.41185619382,15388.1120260819,11047.7337139559,7774.83949787218,12102.6291872331,11262.2407049598,16255.9615114964,11701.1079982367,7686.87300007909,4272.76740274397,5808.63502785849,31622.8459607299,16029.3824688456,1830.54977876936,3844.66171847894,12559.2271163642,9359.06714648095,16718.7540433568,12059.0574441343,11523.7853181912,11208.3513564831,9383.21121213296,Knowsley 018B,E08000011,Knowsley,27.42,0.163,0.146,24.513,0.815,-0.133,28.051,10.809,0.159,0.248,0.274,0.355,0.86,-0.79,-0.47,0.003,1763.13291826406,2353.41185619382,1830.54977876936,-0.00108880800015004,9.3626511514651e-05,1284.32734840753,0,0,17.7
E01006426,Knowsley,1391.66666666667,25,2,0,60,4,3,8,0,4,6,0,0,1,1,0,0,0,0,0,0,0,0,19,15,10,5,3,1,4,3,344922.8718,385394.432399999,0,13526.1428871584,33936.0038243319,14545.748581033,14453.0017977244,11312.9549900022,3580.29939114194,9886.262545928,11159.5815009804,9320.19475943571,9499.39496680767,5475.85577675453,13922.6524586026,457.019162622531,17282.7113869737,9412.04436093452,6392.7537946807,13597.5506732725,11688.5004418798,16062.3174903693,12171.1782222839,6301.81154188755,5708.00802933983,7695.3004358065,33395.5942435256,17923.8267276772,3670.00160267681,4362.78784211867,14446.2662783784,11215.2237899145,18063.9687548932,13752.483398143,13055.988549385,9444.19176779464,11057.4809775415,Knowsley 020A,E08000011,Knowsley,63.325,0.367,0.306,69.52,1.962,0.552,15.171,20.808,0.389,0.457,1.383,0.54,-0.927,1.243,0.158,0.26,3580.29939114194,457.019162622531,3670.00160267681,-0.00107501524821389,9.11460758185042e-05,1906.78953977655,0,0,49.9
E01006427,Knowsley,1438.33333333333,53,0,0,26,17,2,11,12,9,2,0,0,0,0,0,0,0,0,0,0,0,0,4,8,5,4,1,1,3,0,344432.6673,385187.594900001,0,13386.7447211177,33968.7097998957,14326.1322959888,14239.1369720069,10972.6951948637,3569.28024366096,9680.66625706004,11043.4634672994,8963.90583431055,9094.95412264344,5650.52846239923,13992.9775358773,743.644787244369,17089.1173855752,9830.5329214545,6883.33402872441,13176.5911726739,12128.7644234017,16577.1201710061,12605.3019573296,6792.20073484934,5885.04229426499,7611.76805230205,33430.5467699348,17729.4540698675,3643.34802892118,3841.77675628345,14237.4757717037,10968.3248007575,17604.4373530032,13835.5046311542,12646.133749036,9803.95978221502,10699.9994676403,Knowsley 019D,E08000011,Knowsley,20.176,0.123,0.107,24.445,0.695,-0.3,7.556,16.088,0.146,0.164,0.198,0.365,-0.547,-1.293,-0.103,0.157,3569.28024366096,743.644787244369,3643.34802892118,-0.00107412373782144,9.10476971513164e-05,1521.36462927055,0,0,6.1
E01006428,Knowsley,1566,16,2,1,45,6,0,0,4,2,4,0,0,0,2,0,0,0,0,0,1,0,0,10,16,8,4,2,2,3,0,345220.4825,385002.215600001,0,14018.2110863715,34406.1618940245,15029.3073234354,14937.5910650503,11755.6790371071,4067.47467680901,10371.6979421537,11651.919173813,9753.92243612185,9900.88679706435,5903.86125576119,14383.8987812089,68.557952781673,17770.5754997767,9021.34887162082,6102.03424692858,13985.3161683489,11870.44745595,16074.6216875941,12361.8735737172,6010.7965570439,6134.24462549177,8186.87165085374,33865.1575112034,18411.6175993945,4158.84502132081,4594.64219967022,14931.7135644561,11692.4452145063,18410.311789279,14209.5579022969,13453.3628537023,9008.50269450982,11490.8641771292,Knowsley 020B,E08000011,Knowsley,40.476,0.277,0.211,43.458,1.092,-0.37,14.668,26.682,0.287,0.35,0.961,0.426,-0.163,-0.121,0.451,0.337,4067.47467680901,68.557952781673,4158.84502132081,-0.00107158756838222,9.05793265987484e-05,1466.16509694253,0,0,29.9
E01006429,Knowsley,1140,12,2,0,43,0,0,2,1,7,2,0,0,1,1,0,0,0,0,0,0,0,0,11,7,7,7,4,4,1,2,344866.1713,384797.766899999,0,13959.3536931013,34479.1310752801,14908.8743749117,14821.6332819396,11540.3088910172,4092.18498488115,10262.4128925557,11610.2444311176,9526.64585817526,9633.39671360449,6063.87990688234,14480.8774387572,349.560876357339,17670.2633474067,9318.1518109803,6468.74617060219,13701.0895254533,12226.4174891544,16478.2006357703,12714.0847184421,6377.49793260443,6296.70754817709,8167.93074505937,33939.764391817,18310.6927521339,4173.36036605878,4223.06928594041,14819.6921503337,11551.1921587343,18089.9269102562,14315.6959767585,13179.0191545983,9253.08104071102,11261.5454815481,Knowsley 020C,E08000011,Knowsley,60.604,0.373,0.285,61.693,1.702,-0.195,20.712,36.451,0.501,0.368,1.264,0.512,-0.187,1.397,0.289,1.502,4092.18498488115,349.560876357339,4173.36036605878,-0.00107061721500959,9.04644219094548e-05,1357.33766479709,0,0,46.7
E01006430,Knowsley,1508.66666666667,89,1,1,30,21,13,10,15,13,17,0,0,1,0,0,0,1,0,0,0,0,0,5,6,9,8,0,0,0,2,343691.8609,385813.0057,11,12443.4260386512,33140.7623791455,13358.6122184448,13272.4650053026,10025.4353580472,2772.75164152533,8716.423272764,10113.4790656323,8025.89452368905,8200.2651541997,5063.10946507988,13217.018105041,1671.70914664638,16126.1044869548,10711.1569912676,7640.04708946096,12302.0433284712,12057.6178876833,16814.5112501726,12512.9595198841,7549.62850022809,5297.5893773399,6708.21963733366,32604.8939332059,16766.1877122537,2826.85903586554,3311.87885165367,13271.6635183379,9998.86841540274,16793.4128663423,13074.4458996516,11757.4721483692,10735.9564461249,9763.0885404863,Knowsley 018C,E08000011,Knowsley,57.826,0.364,0.255,69.952,1.975,-0.166,15.915,16.27,0.476,0.428,1.664,0.501,-0.577,1.034,-0.264,0.395,2772.75164152533,1671.70914664638,2826.85903586554,-0.00107992500397804,9.20439073599309e-05,1090.27218976791,0.00793335977786593,9.26196595444177e-05,53
E01006431,Knowsley,1866,58,4,1,30,23,8,10,4,2,11,0,0,3,1,0,0,0,0,0,0,1,0,7,6,5,5,3,2,1,1,343629.4504,385292.4792,0,12832.9524317552,33617.0837361793,13681.4453310347,13600.5903188535,10220.5156357051,3278.68687478581,9059.79456882398,10523.3422088846,8201.71239996212,8302.08785694854,5587.35802071899,13714.9418377656,1550.57644935452,16469.1073827482,10635.2236402858,7685.55979903177,12375.1373787483,12507.9817257499,17162.229518116,12969.2930567331,7594.50987687915,5821.84322224933,7149.07264860035,33082.2463310663,17108.0337289058,3326.76111696172,3080.72235917762,13604.3061341621,10300.5576683837,16794.4204972819,13576.4305311662,11849.4044167156,10585.0399077836,9935.23057452336,Knowsley 020D,E08000011,Knowsley,29.686,0.18,0.144,26.467,0.828,0.571,16.528,25.643,0.218,0.238,0.389,0.359,0.005,-0.153,0.364,0.399,3278.68687478581,1550.57644935452,3080.72235917762,-0.00107580208803034,9.13547823459695e-05,753.264645455209,0.00793335977786593,9.26196595444177e-05,17.7
E01006432,Knowsley,1591,24,2,1,51,4,8,0,0,9,3,0,0,0,2,0,0,0,0,0,1,0,0,17,6,9,7,3,5,4,0,344264.5993,384748.2645,0,13642.4963397217,34331.2117751955,14514.703966541,14432.8832450111,11043.8805964534,3937.72038508587,9887.93245763344,11319.3374350499,9020.33105568309,9088.96318042497,6088.98753706401,14380.2025373261,922.143314957465,17298.1457624834,9895.9903559533,7072.34787376305,13140.613941073,12587.9899238807,16978.7362527993,13066.459037219,6981.0999324874,6323.8709991948,7917.01963234714,33794.3646178102,17937.4161275587,4002.74046124326,3619.49966378105,14435.6699515731,11136.1849895646,17503.7283826989,14229.0361103248,12626.7074188612,9794.83672416776,10751.391287143,Knowsley 020E,E08000011,Knowsley,56.022,0.339,0.279,50.909,1.707,0.256,23.979,22.426,0.367,0.358,1.067,0.47,0.391,0.328,0.233,0.295,3937.72038508587,922.143314957465,3619.49966378105,-0.00107101010493533,9.05649089687046e-05,1378.90595463242,0,0,37.5
E01006433,Knowsley,1563.66666666667,81,2,0,30,12,10,6,24,10,19,0,0,1,1,0,0,0,0,0,0,0,0,3,5,3,10,6,2,1,0,343504.6826,386345.127699999,10,11903.9327716292,32576.8355671037,12856.9642807261,12767.4751990857,9622.84079339662,2218.69817750282,8204.97943237284,9565.34394901018,7644.39443354773,7885.04350206475,4565.26661020568,12658.1487564286,2127.37265213395,15610.9136817635,11051.6389585366,7879.27176337052,12003.943039379,11765.3338663664,16680.6108819632,12208.9389634396,7789.86598837493,4798.50708514393,6149.74344197137,32041.036635143,16251.5122560665,2268.24821080601,3399.03721549181,12763.8277179086,9513.87087623556,16559.0058888306,12517.8271315266,11442.7545592604,11137.1841157095,9380.47425306227,Knowsley 018D,E08000011,Knowsley,33.107,0.191,0.182,29.033,1.174,-0.014,16.087,24.234,0.192,0.258,0.173,0.412,-0.077,-0.007,0.405,0.158,2218.69817750282,2127.37265213395,2268.24821080601,-0.00108458489056291,9.28625947545983e-05,1208.99286302734,0,0,22.9
E01006434,Knowsley,1532.33333333333,1,4,0,128,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,19,26,23,23,10,11,9,7,342025.504,397988.6856,0,6023.54125445021,21161.0173192326,8461.58939911786,8269.02172676211,10482.1363873241,9518.44020848289,7287.98375185235,5269.58628699291,10465.7834489762,11669.1217406994,7510.7468879775,1278.99763723916,13360.6477846272,9339.30676224224,19346.5949333329,15721.6607371379,13851.157322248,9525.44195816988,15841.0853420864,9434.73168541517,15673.0592046203,7291.33636070918,6359.03713253431,20612.008134224,9798.57632774734,9473.31949120288,13564.3845646961,8133.65744503889,8174.31856654142,18282.9396684236,955.159943933596,13196.605786464,20220.257334854,10859.7065231042,Knowsley 005C,E08000011,Knowsley,62.584,0.361,0.279,66.979,2.039,0.336,14.961,36.738,0.473,0.44,1.015,0.578,-0.634,0.89,0.808,0.541,6023.54125445021,1278.99763723916,955.159943933596,-0.00141423586966091,9.62210267098168e-05,1442.80171141543,0,0,33.3
E01006435,Knowsley,1508.66666666667,1,2,0,99,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,18,22,16,15,8,10,6,4,341599.0421,397870.188999999,0,5582.69185921001,21100.5458343601,8020.42756739865,7827.87622701639,10104.3520547673,9464.72338129727,6944.28277849357,4885.06726282112,10140.915380057,11345.8691217321,7541.17758730555,1066.86770468281,13352.5658999635,8908.93053359904,19520.6596078991,15883.4446050052,13456.4988019869,9903.41233170103,16241.4815760905,9824.80382414055,15832.8411572015,7327.17592109554,6162.46012911759,20553.7341093912,9373.60527886649,9413.78640864096,13409.7167970618,7692.24376986418,7786.98826797351,17865.4284058114,841.723263897935,12805.4753136375,20367.2198011124,10490.6013960974,Knowsley 005D,E08000011,Knowsley,62.741,0.37,0.277,69.029,1.861,0.69,12.062,32.733,0.483,0.335,1.188,0.566,-0.927,0.531,0.695,0.415,5582.69185921001,1066.86770468281,841.723263897935,-0.00139110514620115,9.63173973728765e-05,1628.30829718958,0,0,35
